Module	Section	Sample Name	Source
QualiMap	genome_results	ERR2809812	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809812/genome_results.txt
QualiMap	genome_results	ERR2809805	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809805/genome_results.txt
QualiMap	genome_results	ERR2809810	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809810/genome_results.txt
QualiMap	genome_results	ERR2809807	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809807/genome_results.txt
QualiMap	genome_results	ERR2809794	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809794/genome_results.txt
QualiMap	genome_results	ERR2809817	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809817/genome_results.txt
QualiMap	genome_results	ERR2809814	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809814/genome_results.txt
QualiMap	genome_results	ERR2809803	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809803/genome_results.txt
QualiMap	genome_results	ERR2809796	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809796/genome_results.txt
QualiMap	genome_results	ERR2809816	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809816/genome_results.txt
QualiMap	genome_results	ERR2809813	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809813/genome_results.txt
QualiMap	genome_results	ERR2809797	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809797/genome_results.txt
QualiMap	genome_results	ERR2809795	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809795/genome_results.txt
QualiMap	genome_results	ERR2809808	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809808/genome_results.txt
QualiMap	genome_results	ERR2809800	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809800/genome_results.txt
QualiMap	genome_results	ERR2809802	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809802/genome_results.txt
QualiMap	genome_results	ERR2809799	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809799/genome_results.txt
QualiMap	genome_results	ERR2809804	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809804/genome_results.txt
QualiMap	genome_results	ERR2809809	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809809/genome_results.txt
QualiMap	genome_results	ERR2809798	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809798/genome_results.txt
QualiMap	genome_results	ERR2809801	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809801/genome_results.txt
QualiMap	genome_results	SRR3199635	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199635/genome_results.txt
QualiMap	genome_results	SRR3199617	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199617/genome_results.txt
QualiMap	genome_results	SRR3199624	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199624/genome_results.txt
QualiMap	genome_results	SRR3199628	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199628/genome_results.txt
QualiMap	genome_results	SRR3199623	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199623/genome_results.txt
QualiMap	genome_results	SRR3199657	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199657/genome_results.txt
QualiMap	genome_results	SRR3199618	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199618/genome_results.txt
QualiMap	genome_results	SRR3199616	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199616/genome_results.txt
QualiMap	genome_results	SRR3199630	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199630/genome_results.txt
QualiMap	genome_results	SRR3199629	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199629/genome_results.txt
QualiMap	genome_results	SRR3199656	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199656/genome_results.txt
QualiMap	genome_results	SRR3199622	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199622/genome_results.txt
QualiMap	genome_results	AC15DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/AC15DPA2/genome_results.txt
QualiMap	genome_results	AC3DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/AC3DPA1/genome_results.txt
QualiMap	genome_results	ACbreaker2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/ACbreaker2/genome_results.txt
QualiMap	genome_results	AC15DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/AC15DPA3/genome_results.txt
QualiMap	genome_results	ACbreaker1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/ACbreaker1/genome_results.txt
QualiMap	genome_results	AC1DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/AC1DPA3/genome_results.txt
QualiMap	genome_results	ACrr3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/ACrr3/genome_results.txt
QualiMap	genome_results	AC1DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/AC1DPA1/genome_results.txt
QualiMap	genome_results	AC3DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/AC3DPA2/genome_results.txt
QualiMap	genome_results	AC3DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/AC3DPA3/genome_results.txt
QualiMap	genome_results	AC15DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/AC15DPA1/genome_results.txt
QualiMap	genome_results	AC1DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/AC1DPA2/genome_results.txt
QualiMap	genome_results	ACrr1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/ACrr1/genome_results.txt
QualiMap	genome_results	ACrr2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/ACrr2/genome_results.txt
QualiMap	genome_results	ACbreaker3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/ACbreaker3/genome_results.txt
QualiMap	genome_results	SP1DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SP1DPA1/genome_results.txt
QualiMap	genome_results	SPbreaker1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SPbreaker1/genome_results.txt
QualiMap	genome_results	SPbreaker2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SPbreaker2/genome_results.txt
QualiMap	genome_results	SP15DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SP15DPA2/genome_results.txt
QualiMap	genome_results	SP3DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SP3DPA3/genome_results.txt
QualiMap	genome_results	SP15DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SP15DPA1/genome_results.txt
QualiMap	genome_results	SPrr2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SPrr2/genome_results.txt
QualiMap	genome_results	SP15DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SP15DPA3/genome_results.txt
QualiMap	genome_results	SP3DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SP3DPA1/genome_results.txt
QualiMap	genome_results	SPrr1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SPrr1/genome_results.txt
QualiMap	genome_results	SP3DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SP3DPA2/genome_results.txt
QualiMap	genome_results	SP1DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SP1DPA3/genome_results.txt
QualiMap	genome_results	SPbreaker3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SPbreaker3/genome_results.txt
QualiMap	genome_results	SPrr3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SPrr3/genome_results.txt
QualiMap	genome_results	SP1DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SP1DPA2/genome_results.txt
RSeQC	read_distribution	RSeQC_Nobtbr2.1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/QC/Nobtbr2.1/RSeQC_Nobtbr2.1.out
RSeQC	read_distribution	RSeQC_Nobtbr1.1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/QC/Nobtbr1.1/RSeQC_Nobtbr1.1.out
RSeQC	read_distribution	RSeQC_NobtPre2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/QC/NobtPre2/RSeQC_NobtPre2.out
RSeQC	read_distribution	RSeQC_Nobtbr3.1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/QC/Nobtbr3.1/RSeQC_Nobtbr3.1.out
RSeQC	read_distribution	RSeQC_Nobtbr1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/QC/Nobtbr1/RSeQC_Nobtbr1.out
RSeQC	read_distribution	RSeQC_NobtPre3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/QC/NobtPre3/RSeQC_NobtPre3.out
RSeQC	read_distribution	RSeQC_Nobt3DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/QC/Nobt3DPA2/RSeQC_Nobt3DPA2.out
RSeQC	read_distribution	RSeQC_NobtPre1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/QC/NobtPre1/RSeQC_NobtPre1.out
RSeQC	read_distribution	RSeQC_Nobt6DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/QC/Nobt6DPA3/RSeQC_Nobt6DPA3.out
RSeQC	read_distribution	RSeQC_Nobtbr3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/QC/Nobtbr3/RSeQC_Nobtbr3.out
RSeQC	read_distribution	RSeQC_Nobt6DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/QC/Nobt6DPA2/RSeQC_Nobt6DPA2.out
RSeQC	read_distribution	RSeQC_Nobtbr2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/QC/Nobtbr2/RSeQC_Nobtbr2.out
RSeQC	read_distribution	RSeQC_Nobt6DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/QC/Nobt6DPA1/RSeQC_Nobt6DPA1.out
RSeQC	read_distribution	RSeQC_Nobt3DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/QC/Nobt3DPA1/RSeQC_Nobt3DPA1.out
RSeQC	read_distribution	RSeQC_Nobt3DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/QC/Nobt3DPA3/RSeQC_Nobt3DPA3.out
RSeQC	read_distribution	RSeQC_ERR2809806	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809806/RSeQC_ERR2809806.out
RSeQC	read_distribution	RSeQC_ERR2809811	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809811/RSeQC_ERR2809811.out
RSeQC	read_distribution	RSeQC_ERR2809815	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809815/RSeQC_ERR2809815.out
RSeQC	read_distribution	RSeQC_ERR2809812	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809812/RSeQC_ERR2809812.out
RSeQC	read_distribution	RSeQC_ERR2809805	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809805/RSeQC_ERR2809805.out
RSeQC	read_distribution	RSeQC_ERR2809810	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809810/RSeQC_ERR2809810.out
RSeQC	read_distribution	RSeQC_ERR2809807	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809807/RSeQC_ERR2809807.out
RSeQC	read_distribution	RSeQC_ERR2809794	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809794/RSeQC_ERR2809794.out
RSeQC	read_distribution	RSeQC_ERR2809817	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809817/RSeQC_ERR2809817.out
RSeQC	read_distribution	RSeQC_ERR2809814	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809814/RSeQC_ERR2809814.out
RSeQC	read_distribution	RSeQC_ERR2809803	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809803/RSeQC_ERR2809803.out
RSeQC	read_distribution	RSeQC_ERR2809796	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809796/RSeQC_ERR2809796.out
RSeQC	read_distribution	RSeQC_ERR2809816	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809816/RSeQC_ERR2809816.out
RSeQC	read_distribution	RSeQC_ERR2809813	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809813/RSeQC_ERR2809813.out
RSeQC	read_distribution	RSeQC_ERR2809797	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809797/RSeQC_ERR2809797.out
RSeQC	read_distribution	RSeQC_ERR2809795	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809795/RSeQC_ERR2809795.out
RSeQC	read_distribution	RSeQC_ERR2809808	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809808/RSeQC_ERR2809808.out
RSeQC	read_distribution	RSeQC_ERR2809800	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809800/RSeQC_ERR2809800.out
RSeQC	read_distribution	RSeQC_ERR2809802	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809802/RSeQC_ERR2809802.out
RSeQC	read_distribution	RSeQC_ERR2809799	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809799/RSeQC_ERR2809799.out
RSeQC	read_distribution	RSeQC_ERR2809804	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809804/RSeQC_ERR2809804.out
RSeQC	read_distribution	RSeQC_ERR2809809	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809809/RSeQC_ERR2809809.out
RSeQC	read_distribution	RSeQC_ERR2809798	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809798/RSeQC_ERR2809798.out
RSeQC	read_distribution	RSeQC_ERR2809801	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/QC/ERR2809801/RSeQC_ERR2809801.out
RSeQC	read_distribution	RSeQC_SRR3199635	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199635/RSeQC_SRR3199635.out
RSeQC	read_distribution	RSeQC_SRR3199617	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199617/RSeQC_SRR3199617.out
RSeQC	read_distribution	RSeQC_SRR3199624	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199624/RSeQC_SRR3199624.out
RSeQC	read_distribution	RSeQC_SRR3199628	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199628/RSeQC_SRR3199628.out
RSeQC	read_distribution	RSeQC_SRR3199623	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199623/RSeQC_SRR3199623.out
RSeQC	read_distribution	RSeQC_SRR3199657	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199657/RSeQC_SRR3199657.out
RSeQC	read_distribution	RSeQC_SRR3199618	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199618/RSeQC_SRR3199618.out
RSeQC	read_distribution	RSeQC_SRR3199616	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199616/RSeQC_SRR3199616.out
RSeQC	read_distribution	RSeQC_SRR3199630	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199630/RSeQC_SRR3199630.out
RSeQC	read_distribution	RSeQC_SRR3199629	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199629/RSeQC_SRR3199629.out
RSeQC	read_distribution	RSeQC_SRR3199656	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199656/RSeQC_SRR3199656.out
RSeQC	read_distribution	RSeQC_SRR3199622	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/QC/SRR3199622/RSeQC_SRR3199622.out
RSeQC	read_distribution	RSeQC_AC15DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/AC15DPA2/RSeQC_AC15DPA2.out
RSeQC	read_distribution	RSeQC_AC3DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/AC3DPA1/RSeQC_AC3DPA1.out
RSeQC	read_distribution	RSeQC_ACbreaker2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/ACbreaker2/RSeQC_ACbreaker2.out
RSeQC	read_distribution	RSeQC_AC15DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/AC15DPA3/RSeQC_AC15DPA3.out
RSeQC	read_distribution	RSeQC_ACbreaker1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/ACbreaker1/RSeQC_ACbreaker1.out
RSeQC	read_distribution	RSeQC_AC1DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/AC1DPA3/RSeQC_AC1DPA3.out
RSeQC	read_distribution	RSeQC_ACrr3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/ACrr3/RSeQC_ACrr3.out
RSeQC	read_distribution	RSeQC_AC1DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/AC1DPA1/RSeQC_AC1DPA1.out
RSeQC	read_distribution	RSeQC_AC3DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/AC3DPA2/RSeQC_AC3DPA2.out
RSeQC	read_distribution	RSeQC_AC3DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/AC3DPA3/RSeQC_AC3DPA3.out
RSeQC	read_distribution	RSeQC_AC15DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/AC15DPA1/RSeQC_AC15DPA1.out
RSeQC	read_distribution	RSeQC_AC1DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/AC1DPA2/RSeQC_AC1DPA2.out
RSeQC	read_distribution	RSeQC_ACrr1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/ACrr1/RSeQC_ACrr1.out
RSeQC	read_distribution	RSeQC_ACrr2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/ACrr2/RSeQC_ACrr2.out
RSeQC	read_distribution	RSeQC_ACbreaker3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/SlycIH/QC/ACbreaker3/RSeQC_ACbreaker3.out
RSeQC	read_distribution	RSeQC_SP1DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SP1DPA1/RSeQC_SP1DPA1.out
RSeQC	read_distribution	RSeQC_SPbreaker1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SPbreaker1/RSeQC_SPbreaker1.out
RSeQC	read_distribution	RSeQC_SPbreaker2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SPbreaker2/RSeQC_SPbreaker2.out
RSeQC	read_distribution	RSeQC_SP15DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SP15DPA2/RSeQC_SP15DPA2.out
RSeQC	read_distribution	RSeQC_SP3DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SP3DPA3/RSeQC_SP3DPA3.out
RSeQC	read_distribution	RSeQC_SP15DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SP15DPA1/RSeQC_SP15DPA1.out
RSeQC	read_distribution	RSeQC_SPrr2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SPrr2/RSeQC_SPrr2.out
RSeQC	read_distribution	RSeQC_SP15DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SP15DPA3/RSeQC_SP15DPA3.out
RSeQC	read_distribution	RSeQC_SP3DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SP3DPA1/RSeQC_SP3DPA1.out
RSeQC	read_distribution	RSeQC_SPrr1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SPrr1/RSeQC_SPrr1.out
RSeQC	read_distribution	RSeQC_SP3DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SP3DPA2/RSeQC_SP3DPA2.out
RSeQC	read_distribution	RSeQC_SP1DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SP1DPA3/RSeQC_SP1DPA3.out
RSeQC	read_distribution	RSeQC_SPbreaker3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SPbreaker3/RSeQC_SPbreaker3.out
RSeQC	read_distribution	RSeQC_SPrr3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SPrr3/RSeQC_SPrr3.out
RSeQC	read_distribution	RSeQC_SP1DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/QC/SP1DPA2/RSeQC_SP1DPA2.out
STAR	SummaryLog	Nobt6DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/Nobt6DPA3.Log.final.out
STAR	SummaryLog	Nobt3DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/Nobt3DPA1.Log.final.out
STAR	SummaryLog	NobtPre2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/NobtPre2.Log.final.out
STAR	SummaryLog	NobtPre3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/NobtPre3.Log.final.out
STAR	SummaryLog	Nobt3DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/Nobt3DPA3.Log.final.out
STAR	SummaryLog	NobtPre1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/NobtPre1.Log.final.out
STAR	SummaryLog	Nobt6DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/Nobt6DPA2.Log.final.out
STAR	SummaryLog	Nobt3DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/Nobt3DPA2.Log.final.out
STAR	SummaryLog	Nobt6DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/Nobt6DPA1.Log.final.out
STAR	SummaryLog	Nobtbr1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/Nobtbr1.Log.final.out
STAR	SummaryLog	Nobtbr1.1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/Nobtbr1.1.Log.final.out
STAR	SummaryLog	Nobtbr3.1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/Nobtbr3.1.Log.final.out
STAR	SummaryLog	Nobtbr3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/Nobtbr3.Log.final.out
STAR	SummaryLog	Nobtbr2.1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/Nobtbr2.1.Log.final.out
STAR	SummaryLog	Nobtbr2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Nobt/Nobtbr2.Log.final.out
